participant,frame_file,frame_name,outcome_prediction
1048,q_10_main_0_30fps_frame0015.png,q_10_main_0_30fps_frame0015,Poorly.
1048,q_10_main_0_30fps_frame0030.png,q_10_main_0_30fps_frame0030,Poorly.
1048,q_11_main_0_30fps_frame0014.png,q_11_main_0_30fps_frame0014,Poorly.
1048,q_11_main_0_30fps_frame0029.png,q_11_main_0_30fps_frame0029,Poorly.
1048,q_12_main_1_30fps_frame0015.png,q_12_main_1_30fps_frame0015,Poorly.
1048,q_12_main_1_30fps_frame0030.png,q_12_main_1_30fps_frame0030,Poorly.
1048,q_13_main_0_30fps_frame0015.png,q_13_main_0_30fps_frame0015,Poorly.
1048,q_13_main_0_30fps_frame0030.png,q_13_main_0_30fps_frame0030,Poorly.
1048,q_14_main_0_30fps_frame0014.png,q_14_main_0_30fps_frame0014,Poorly.
1048,q_14_main_0_30fps_frame0029.png,q_14_main_0_30fps_frame0029,**Answer:** Poorly
1048,q_15_main_1_30fps_frame0013.png,q_15_main_1_30fps_frame0013,**Answer:** Poorly
1048,q_15_main_1_30fps_frame0028.png,q_15_main_1_30fps_frame0028,**Answer:** Poorly
1048,q_16_main_1_30fps_frame0015.png,q_16_main_1_30fps_frame0015,Poorly.
1048,q_16_main_1_30fps_frame0030.png,q_16_main_1_30fps_frame0030,Poorly.
1048,q_17_main_1_30fps_frame0013.png,q_17_main_1_30fps_frame0013,Poorly.
1048,q_17_main_1_30fps_frame0028.png,q_17_main_1_30fps_frame0028,Poorly.
1048,q_18_main_0_30fps_frame0014.png,q_18_main_0_30fps_frame0014,Poorly.
1048,q_18_main_0_30fps_frame0029.png,q_18_main_0_30fps_frame0029,Poorly.
1048,q_19_main_0_30fps_frame0014.png,q_19_main_0_30fps_frame0014,Poorly.
1048,q_19_main_0_30fps_frame0029.png,q_19_main_0_30fps_frame0029,Poorly.
1048,q_1_main_0_30fps_frame0014.png,q_1_main_0_30fps_frame0014,Poorly.
1048,q_1_main_0_30fps_frame0029.png,q_1_main_0_30fps_frame0029,Poorly.
1048,q_20_main_0_30fps_frame0014.png,q_20_main_0_30fps_frame0014,Poorly.
1048,q_20_main_0_30fps_frame0029.png,q_20_main_0_30fps_frame0029,Poorly.
1048,q_21_main_1_30fps_frame0014.png,q_21_main_1_30fps_frame0014,Poorly.
1048,q_21_main_1_30fps_frame0029.png,q_21_main_1_30fps_frame0029,Poorly.
1048,q_22_main_0_30fps_frame0012.png,q_22_main_0_30fps_frame0012,Poorly.
1048,q_22_main_0_30fps_frame0027.png,q_22_main_0_30fps_frame0027,Poorly.
1048,q_23_main_0_30fps_frame0014.png,q_23_main_0_30fps_frame0014,Poorly.
1048,q_23_main_0_30fps_frame0029.png,q_23_main_0_30fps_frame0029,Poorly.
1048,q_24_main_0_30fps_frame0014.png,q_24_main_0_30fps_frame0014,Poorly.
1048,q_24_main_0_30fps_frame0029.png,q_24_main_0_30fps_frame0029,Poorly.
1048,q_25_main_0_30fps_frame0014.png,q_25_main_0_30fps_frame0014,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests a negative emotional state.
* The subject's eyes are cast downward, indicating a lack of engagement or interest.
* The subject's posture appears slumped, suggesting a lack of energy or enthusiasm.
* The overall atmosphere of the image suggests a negative or unfulfilling experience."
1048,q_25_main_0_30fps_frame0029.png,q_25_main_0_30fps_frame0029,"**Answer:** Poorly

**Reasoning:**

* The subject's eyes are closed, indicating a negative or unpleasant experience.
* The subject's face is turned away from the camera, suggesting they are not comfortable or happy with the situation.
* The overall tone of the image suggests a negative or stressful situation."
1048,q_26_main_0_30fps_frame0014.png,q_26_main_0_30fps_frame0014,"**Answer:** Poorly

**Reasoning:**

*   The subject's facial expression suggests a negative emotional state.
*   The subject's eyes are cast downward, indicating a lack of engagement or interest.
*   The subject's mouth is pursed, suggesting a sense of disapproval or dissatisfaction.
*   The overall tone of the image suggests a negative or critical reaction to the situation."
1048,q_26_main_0_30fps_frame0029.png,q_26_main_0_30fps_frame0029,Poorly.
1048,q_27_main_0_30fps_frame0013.png,q_27_main_0_30fps_frame0013,**Answer:** Poorly.
1048,q_27_main_0_30fps_frame0028.png,q_27_main_0_30fps_frame0028,Poorly.
1048,q_28_main_1_30fps_frame0015.png,q_28_main_1_30fps_frame0015,**Answer:** Poorly
1048,q_28_main_1_30fps_frame0030.png,q_28_main_1_30fps_frame0030,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests a negative emotional state, with furrowed eyebrows and a downturned mouth.
* The subject's body language is also tense, with arms crossed and a slumped posture.
* The subject's eyes are cast down, indicating a lack of engagement or interest in their surroundings.
* The overall atmosphere of the image suggests a sense of discomfort or unease, which is consistent with a negative emotional state."
1048,q_29_main_0_30fps_frame0015.png,q_29_main_0_30fps_frame0015,**Answer:** Poorly.
1048,q_29_main_0_30fps_frame0030.png,q_29_main_0_30fps_frame0030,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests a negative emotional state, with furrowed eyebrows and a downturned mouth.
* The subject's body language is also tense, with a forward lean and a stillness that suggests a lack of comfort or relaxation.
* The subject's eyes are cast down, which can be a sign of shame or embarrassment.
* The overall atmosphere of the image suggests a sense of discomfort or unease, which is consistent with a negative outcome."
1048,q_2_main_1_30fps_frame0014.png,q_2_main_1_30fps_frame0014,"**Answer:** Poorly

**Reasoning:**

* The subject's eyes are closed, indicating a negative or unpleasant experience.
* The subject's face is turned away, suggesting they are not interested in or are avoiding something.
* The subject's body language is tense, with their arms and legs crossed, indicating they are feeling anxious or uncomfortable.
* The subject's expression is neutral, but it is not a smile, which suggests they are not feeling happy or content.
* The subject's environment is dimly lit, which can be associated with feelings of sadness or depression.

Overall, based on the subject's body language and facial expression, it appears that the situation observed by the subject ends poorly."
1048,q_2_main_1_30fps_frame0029.png,q_2_main_1_30fps_frame0029,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests a negative or unpleasant experience.
* The subject's eyes are cast down, and their mouth is downturned, indicating a lack of enthusiasm or satisfaction.
* The subject's body language, such as their slumped posture, further suggests a negative or unenthusiastic reaction to the situation."
1048,q_30_main_0_30fps_frame0014.png,q_30_main_0_30fps_frame0014,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests concern or worry.
* The subject's body language, such as leaning forward and looking directly at the camera, indicates a sense of urgency or importance.
* The subject's eyes are wide and their eyebrows are furrowed, which suggests they are trying to convey a sense of alarm or concern.
* The overall tone of the image suggests that something is amiss or that something has gone wrong."
1048,q_30_main_0_30fps_frame0029.png,q_30_main_0_30fps_frame0029,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests concern or worry.
* The subject's eyes are cast down, indicating a lack of confidence or hope.
* The subject's body language appears to be slumped, suggesting a lack of energy or motivation.
* The overall atmosphere of the image appears to be somber or somnolent, suggesting that the situation observed by the subject does not end well."
1048,q_3_main_1_30fps_frame0014.png,q_3_main_1_30fps_frame0014,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests they are experiencing a negative emotion, such as anger or frustration.
* The subject's body language, including their crossed arms and slumped posture, also suggests they are feeling down.
* The overall atmosphere of the image, including the dimly lit room and the subject's lack of engagement, suggests that the situation is not going well."
1048,q_3_main_1_30fps_frame0029.png,q_3_main_1_30fps_frame0029,**Answer:** Poorly.
1048,q_4_main_1_30fps_frame0014.png,q_4_main_1_30fps_frame0014,**Answer:** Poorly.
1048,q_4_main_1_30fps_frame0029.png,q_4_main_1_30fps_frame0029,**Answer:** Poorly.
1048,q_5_main_0_30fps_frame0015.png,q_5_main_0_30fps_frame0015,**Answer:** Poorly.
1048,q_5_main_0_30fps_frame0030.png,q_5_main_0_30fps_frame0030,**Answer:** Poorly.
1048,q_6_main_1_30fps_frame0015.png,q_6_main_1_30fps_frame0015,**Answer:** Poorly.
1048,q_6_main_1_30fps_frame0030.png,q_6_main_1_30fps_frame0030,**Answer:** Poorly.
1048,q_7_main_1_30fps_frame0014.png,q_7_main_1_30fps_frame0014,**Answer:** Poorly.
1048,q_7_main_1_30fps_frame0029.png,q_7_main_1_30fps_frame0029,**Answer:** Poorly.
1048,q_8_main_0_30fps_frame0015.png,q_8_main_0_30fps_frame0015,**Answer:** Poorly
1048,q_8_main_0_30fps_frame0030.png,q_8_main_0_30fps_frame0030,Poorly.
1048,q_9_main_0_30fps_frame0013.png,q_9_main_0_30fps_frame0013,Poorly.
1048,q_9_main_0_30fps_frame0028.png,q_9_main_0_30fps_frame0028,**Answer:** Poorly.
1048,q_warmup_3_main_1_30fps_frame0013.png,q_warmup_3_main_1_30fps_frame0013,**Answer:** Poorly.
1048,q_warmup_3_main_1_30fps_frame0028.png,q_warmup_3_main_1_30fps_frame0028,**Answer:** Poorly.
1048,q_warmup_4_main_0_30fps_frame0014.png,q_warmup_4_main_0_30fps_frame0014,Poorly.
1048,q_warmup_4_main_0_30fps_frame0029.png,q_warmup_4_main_0_30fps_frame0029,Poorly.
1048,q_warmup_5_main_0_30fps_frame0015.png,q_warmup_5_main_0_30fps_frame0015,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests a negative reaction, with a furrowed brow and pursed lips.
* The subject's body language is also negative, with a slumped posture and a lack of engagement.
* The subject's eyes are cast down, which can be a sign of shame or embarrassment.
* The overall atmosphere of the image suggests a negative or even toxic environment."
1048,q_warmup_5_main_0_30fps_frame0030.png,q_warmup_5_main_0_30fps_frame0030,"**Answer:** Poorly

**Reasoning:**

*   The subject's eyes are closed, indicating a negative or unpleasant experience.
*   The subject's mouth is open, suggesting surprise or shock.
*   The subject's body language appears to be **frozen**, which can be a sign of **fear** or **anxiety**.
*   The subject's face is pale, which can be a sign of **shock** or **fright**.

Overall, based on the subject's body language and facial expressions, it appears that the situation observed by the subject ends poorly."
1251,q_10_main_0_30fps_frame0015.png,q_10_main_0_30fps_frame0015,Poorly.
1251,q_10_main_0_30fps_frame0030.png,q_10_main_0_30fps_frame0030,Poorly.
1251,q_11_main_1_30fps_frame0014.png,q_11_main_1_30fps_frame0014,**Answer:** Poorly
1251,q_11_main_1_30fps_frame0029.png,q_11_main_1_30fps_frame0029,**Poorly**
1251,q_12_main_1_30fps_frame0015.png,q_12_main_1_30fps_frame0015,**Answer:** Poorly
1251,q_12_main_1_30fps_frame0030.png,q_12_main_1_30fps_frame0030,**Answer:** Poorly
1251,q_13_main_1_30fps_frame0015.png,q_13_main_1_30fps_frame0015,Poorly.
1251,q_13_main_1_30fps_frame0030.png,q_13_main_1_30fps_frame0030,Poorly.
1251,q_14_main_0_30fps_frame0014.png,q_14_main_0_30fps_frame0014,Poorly.
1251,q_14_main_0_30fps_frame0029.png,q_14_main_0_30fps_frame0029,**Answer:** Poorly
1251,q_15_main_1_30fps_frame0014.png,q_15_main_1_30fps_frame0014,**Poorly**
1251,q_15_main_1_30fps_frame0029.png,q_15_main_1_30fps_frame0029,**Answer:** Poorly
1251,q_16_main_1_30fps_frame0014.png,q_16_main_1_30fps_frame0014,Poorly.
1251,q_16_main_1_30fps_frame0029.png,q_16_main_1_30fps_frame0029,Poorly.
1251,q_17_main_0_30fps_frame0014.png,q_17_main_0_30fps_frame0014,**Poorly**
1251,q_17_main_0_30fps_frame0029.png,q_17_main_0_30fps_frame0029,Poorly.
1251,q_18_main_0_30fps_frame0015.png,q_18_main_0_30fps_frame0015,**Answer:** Poorly.
1251,q_18_main_0_30fps_frame0030.png,q_18_main_0_30fps_frame0030,"**Answer:** Poorly

**Reasoning:**

* The subject's facial expression suggests concern or surprise.
* The subject's eyes are wide and their eyebrows are furrowed, indicating they are processing something they didn't expect.
* The subject's mouth is slightly open, suggesting they are about to speak or react to something.
* The overall tone of the image suggests that something has gone wrong or something has been discovered that was not expected.

Given these observations, it is likely that the situation observed by the subject ends poorly."
1251,q_19_main_0_30fps_frame0014.png,q_19_main_0_30fps_frame0014,Poorly.
1251,q_19_main_0_30fps_frame0029.png,q_19_main_0_30fps_frame0029,Poorly.
1251,q_1_main_0_30fps_frame0015.png,q_1_main_0_30fps_frame0015,**Answer:** Poorly
1251,q_1_main_0_30fps_frame0030.png,q_1_main_0_30fps_frame0030,"**Unanswerable**

The image does not provide enough context to determine the outcome of the situation."
1251,q_20_main_0_30fps_frame0015.png,q_20_main_0_30fps_frame0015,**Poorly**
1251,q_20_main_0_30fps_frame0030.png,q_20_main_0_30fps_frame0030,Poorly.
1251,q_21_main_0_30fps_frame0015.png,q_21_main_0_30fps_frame0015,**Poorly**
1251,q_21_main_0_30fps_frame0030.png,q_21_main_0_30fps_frame0030,**Poorly**
1251,q_22_main_0_30fps_frame0015.png,q_22_main_0_30fps_frame0015,**Answer:** Poorly.
1251,q_22_main_0_30fps_frame0030.png,q_22_main_0_30fps_frame0030,Poorly.
1251,q_23_main_1_30fps_frame0014.png,q_23_main_1_30fps_frame0014,Poorly.
1251,q_23_main_1_30fps_frame0029.png,q_23_main_1_30fps_frame0029,**Poorly**
1251,q_24_main_0_30fps_frame0015.png,q_24_main_0_30fps_frame0015,Poorly.
1251,q_24_main_0_30fps_frame0030.png,q_24_main_0_30fps_frame0030,**Poorly**
1251,q_25_main_0_30fps_frame0015.png,q_25_main_0_30fps_frame0015,**Poorly**
1251,q_25_main_0_30fps_frame0030.png,q_25_main_0_30fps_frame0030,Poorly.
1251,q_26_main_1_30fps_frame0014.png,q_26_main_1_30fps_frame0014,Poorly.
1251,q_26_main_1_30fps_frame0029.png,q_26_main_1_30fps_frame0029,Poorly.
1251,q_27_main_0_30fps_frame0015.png,q_27_main_0_30fps_frame0015,Poorly.
1251,q_27_main_0_30fps_frame0030.png,q_27_main_0_30fps_frame0030,**Poorly**
1251,q_28_main_0_30fps_frame0015.png,q_28_main_0_30fps_frame0015,**Poorly**
1251,q_28_main_0_30fps_frame0030.png,q_28_main_0_30fps_frame0030,**Poorly**
1251,q_29_main_0_30fps_frame0014.png,q_29_main_0_30fps_frame0014,Poorly.
1251,q_29_main_0_30fps_frame0029.png,q_29_main_0_30fps_frame0029,**Poorly**
1251,q_2_main_1_30fps_frame0015.png,q_2_main_1_30fps_frame0015,Poorly.
1251,q_2_main_1_30fps_frame0030.png,q_2_main_1_30fps_frame0030,**Poorly**
1251,q_30_main_0_30fps_frame0014.png,q_30_main_0_30fps_frame0014,Poorly.
1251,q_30_main_0_30fps_frame0029.png,q_30_main_0_30fps_frame0029,Poorly.
1251,q_3_main_0_30fps_frame0014.png,q_3_main_0_30fps_frame0014,**Poorly**
1251,q_3_main_0_30fps_frame0029.png,q_3_main_0_30fps_frame0029,**Poorly**
1251,q_4_main_1_30fps_frame0013.png,q_4_main_1_30fps_frame0013,Poorly.
1251,q_4_main_1_30fps_frame0028.png,q_4_main_1_30fps_frame0028,Poorly.
1251,q_5_main_0_30fps_frame0014.png,q_5_main_0_30fps_frame0014,Poorly.
1251,q_5_main_0_30fps_frame0029.png,q_5_main_0_30fps_frame0029,Poorly.
